pert_id	pert_iname	n_target_genes	n_protective_genes	n_strong_protective_genes	n_opposing_genes	mean_protective_push_z	median_protective_push_z	summed_weighted_push	total_weight	min_n_signatures	total_gene_signatures	weighted_mean_protective_push_z	fraction_genes_protective
BRD-K06980535	promazine	13	6	1	7	-0.20316975391828096	-0.4791216552257538	6.982025040210278	122.69809676726929	1	13	0.05690410221646396	0.46153846153846156
BRD-A38030642	cyclosporin-a	13	6	1	7	0.06414289084764627	-0.0427081584930419	6.243542194624586	122.69809676726929	1	13	0.050885403760314085	0.46153846153846156
BRD-K89692698	BRD-K89692698	13	7	1	6	-0.009938515149630038	0.3817781805992126	5.9895322335236845	122.69809676726929	1	13	0.04881520081672074	0.5384615384615384
BRD-K06593056	LE-135	13	6	1	7	0.010342487635520788	-0.2210122495889663	5.932629341304138	122.69809676726929	1	13	0.048351437370353044	0.46153846153846156
BRD-A62025033	temsirolimus	13	7	1	6	0.07713766854542953	0.0275599211454391	5.381437706214176	122.69809676726929	1	13	0.043859178324677305	0.5384615384615384
BRD-K41260949	valproic-acid	13	6	1	7	-0.03807307306963664	-0.0532499849796295	5.009819410408955	122.69809676726929	1	13	0.04083045737792866	0.46153846153846156
BRD-K32405725	etomoxir	13	6	1	7	-0.1143846145043006	-0.1272999942302703	3.7090874905446256	122.69809676726929	1	13	0.030229380799442478	0.46153846153846156
BRD-K47335880	GMX-1778	13	7	1	6	0.11926923462977777	0.1763999909162521	3.5581554997181684	122.69809676726929	1	13	0.02899927214410823	0.5384615384615384
BRD-K64890080	BI-2536	13	8	1	5	0.07144082738802982	0.4097143411636352	2.117404481805732	122.69809676726929	1	13	0.01725702792132116	0.6153846153846154
BRD-K32536677	AGK-2	13	7	1	6	0.09897381869646218	0.1778808087110519	1.809743501701094	122.69809676726929	1	13	0.014749564576651672	0.5384615384615384
BRD-K02113016	olaparib	13	7	1	6	0.111707697980679	0.0893000066280365	1.693775451547812	122.69809676726929	1	13	0.013804415033107835	0.5384615384615384
BRD-A35108200	dexamethasone	13	6	1	7	-0.06390770023258832	-0.0099999997764825	0.42980511984553793	122.69809676726929	1	13	0.0035029485474479824	0.46153846153846156
BRD-K59597909	phenothiazine	13	10	1	3	0.16232689928549987	0.1391027122735977	0.001973996462705685	122.69809676726929	1	13	1.60882402801236e-05	0.7692307692307693
BRD-K49456190	prima-1-met	13	7	1	6	0.023177942404380203	0.2794574499130249	-0.6950716823263754	122.69809676726929	1	13	-0.005664893756622567	0.5384615384615384
BRD-K67868012	PI-103	13	5	1	8	-0.0552026222531612	-0.235714316368103	-0.7801429903555368	122.69809676726929	1	13	-0.006358232204981082	0.38461538461538464
BRD-A19500257	geldanamycin	13	7	1	6	0.12134021062117355	0.3961682021617889	-1.753890567782312	122.69809676726929	1	13	-0.014294358380383423	0.5384615384615384
BRD-K08589866	linsitinib	13	6	1	7	0.06712660766564883	-0.025210753083229	-2.591618110718774	122.69809676726929	1	13	-0.02112190962207418	0.46153846153846156
BRD-K56851771	enzalutamide	13	4	1	9	-0.04802442428011159	-0.1019010320305824	-2.87682739471805	122.69809676726929	1	13	-0.02344638972008461	0.3076923076923077
BRD-K58550667	FK-866	13	6	1	7	-0.06326922974907435	-0.0002999976277351	-3.087820802155263	122.69809676726929	1	13	-0.025166004066160576	0.46153846153846156
BRD-K15563106	phloretin	13	7	1	6	0.009003839813745921	0.0762000083923339	-4.287600152242408	122.69809676726929	1	13	-0.03494430855251995	0.5384615384615384
BRD-K02407574	parbendazole	13	7	1	6	0.005777682535923417	0.0369331575930118	-7.421411420702549	122.69809676726929	1	13	-0.06048513885899386	0.5384615384615384
BRD-K55966568	orantinib	13	6	1	7	-0.13101537984151107	-0.1629000008106231	-7.8905812896660805	122.69809676726929	1	13	-0.06430891348406764	0.46153846153846156
BRD-K64642496	KO-143	13	8	1	5	0.002160752048859238	0.1335434019565582	-8.177481078575324	122.69809676726929	1	13	-0.06664717134191712	0.6153846153846154
BRD-K05649647	BRD-K05649647	13	7	1	6	-0.13416472249306166	0.0362677499651908	-10.522419659711973	122.69809676726929	1	13	-0.08575862166526216	0.5384615384615384
BRD-K89732114	trifluoperazine	13	6	1	7	0.01829641598921557	-0.1163681149482727	-10.62120974261766	122.69809676726929	1	13	-0.08656376930412953	0.46153846153846156
BRD-K17349619	HLI-373	13	5	1	8	0.030307864340452035	-0.1419103741645813	-10.819729961952653	122.69809676726929	1	13	-0.08818172609861462	0.38461538461538464
BRD-K20755323	SKI-II	13	7	1	6	-0.014403852705772099	0.0016500055789947	-11.681898761226446	122.69809676726929	1	13	-0.09520847567329738	0.5384615384615384
BRD-A56592690	PX-12	13	6	1	7	-0.22854430400408235	-0.3106642961502075	-11.757227533048425	122.69809676726929	1	13	-0.09582241161694009	0.46153846153846156
BRD-K39503511	quiflapon	13	3	1	10	-0.08938945142122418	-0.2285633981227874	-12.579878067705433	122.69809676726929	1	13	-0.10252708394953049	0.23076923076923078
BRD-K30707190	PNU-74654	13	4	1	9	-0.23632307236011213	-0.1444000005722046	-12.972333345754858	122.69809676726929	1	13	-0.10572562808663984	0.3076923076923077
BRD-K32330832	VER-155008	13	5	1	8	-0.08393500745296477	-0.1177173107862472	-13.446350285239262	122.69809676726929	1	13	-0.10958890675169938	0.38461538461538464
BRD-K40758391	BRD-K40758391	13	4	1	9	-0.04796154052019119	-0.1687999963760376	-14.705671458106856	122.69809676726929	1	13	-0.1198524821945707	0.3076923076923077
BRD-K35723520	darinaparsin	13	7	1	6	-0.23811611647789294	0.1737210154533386	-15.650223141299797	122.69809676726929	1	13	-0.12755065933080242	0.5384615384615384
BRD-K53414658	tivozanib	13	7	1	6	-0.2659837448826203	0.09089857339859	-15.977230390184022	122.69809676726929	1	13	-0.130215796423389	0.5384615384615384
BRD-A98248982	BRD-A98248982	13	6	1	7	-0.2490623536018225	-0.1633185297250747	-16.224474710072148	122.69809676726929	1	13	-0.1322308588114967	0.46153846153846156
BRD-A46335897	promethazine	13	7	1	6	0.01295015874963542	0.0118629448115825	-16.58564556903232	122.69809676726929	1	13	-0.13517443225294326	0.5384615384615384
BRD-K35960502	niclosamide	13	3	1	10	-0.22965542055093324	-0.2075352668762207	-17.343131466068883	122.69809676726929	1	13	-0.1413480072063783	0.23076923076923078
BRD-K51781482	IKK3-inhibitor-IX	13	6	1	7	0.01074615579385024	-0.1393000036478042	-17.850979262442007	122.69809676726929	1	13	-0.1454870102533155	0.46153846153846156
BRD-K44241590	ASN-05257430	13	6	1	7	-0.17155304780373207	-0.2976413667201996	-19.487768724324194	122.69809676726929	1	13	-0.1588269845887513	0.46153846153846156
BRD-A04706586	bucladesine	13	7	1	6	-0.13548213243484494	0.2063790261745453	-20.68250679597116	122.69809676726929	1	13	-0.16856420222394505	0.5384615384615384
BRD-K59036917	BRD-K59036917	13	6	1	7	-0.2845614483723274	-0.407417893409729	-20.713949796266267	122.69809676726929	1	13	-0.16882046537002096	0.46153846153846156
BRD-K80672993	M2-PK-activator	13	7	1	6	-0.1969817693416889	0.0076859146356582	-25.37801579735123	122.69809676726929	1	13	-0.20683300284182585	0.5384615384615384
BRD-K30064966	BRD-K30064966	13	3	1	10	-0.09809445217251776	-0.2073849588632583	-26.23776629082237	122.69809676726929	1	13	-0.21384004301704465	0.23076923076923078
BRD-K92991072	PAC-1	13	8	1	5	-0.12441904728229229	0.4488821029663086	-28.215501688289855	122.69809676726929	1	13	-0.22995875593578538	0.6153846153846154
BRD-K68997413	PF-3845	13	4	1	9	-0.17664614549049965	-0.2084500193595886	-29.05519804348422	122.69809676726929	1	13	-0.236802353166043	0.3076923076923077
BRD-K54233340	dorsomorphin	13	6	1	7	-0.15154614586096543	-0.4294999837875366	-29.328953665676252	122.69809676726929	1	13	-0.23903348493910778	0.46153846153846156
BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	13	6	1	7	-0.42534592059942394	-0.3342635631561279	-30.350986242409093	122.69809676726929	1	13	-0.24736313799535203	0.46153846153846156
BRD-K92980438	BRD-K92980438	13	4	1	9	-0.18818334547372964	-0.1718955636024475	-30.713409147774634	122.69809676726929	1	13	-0.2503169157222631	0.3076923076923077
BRD-K98530306	clonidine	13	5	1	8	-0.1790621171777065	-0.2418779730796814	-31.14019789282653	122.69809676726929	1	13	-0.253795280556735	0.38461538461538464
BRD-K68143200	NSC-95397	13	5	1	8	-0.16390384504428276	-0.2156500071287155	-32.054749446150105	122.69809676726929	1	13	-0.26124895406446896	0.38461538461538464
BRD-K61053657	BRD-K61053657	13	4	1	9	-0.22900384320662573	-0.0816500037908554	-32.81263869839647	122.69809676726929	1	13	-0.2674258163974187	0.3076923076923077
BRD-K94325918	kinetin-riboside	13	4	1	9	-0.3560692283969659	-0.4160999953746795	-32.933991040129264	122.69809676726929	1	13	-0.2684148483785991	0.3076923076923077
BRD-K73319509	PF-04217903	13	5	1	8	-0.4152088910341263	-0.13498255610466	-33.699395762279295	122.69809676726929	1	13	-0.2746529624351018	0.38461538461538464
BRD-A02006392	nitrendipine	13	5	1	8	-0.0958538450873815	-0.2798500061035156	-33.77864738184449	122.69809676726929	1	13	-0.2752988699239157	0.38461538461538464
BRD-K73261812	BRD-K73261812	13	5	1	8	-0.380919221502084	-0.0736500024795532	-37.677880276272695	122.69809676726929	1	13	-0.3070779520544574	0.38461538461538464
BRD-K19922318	BRD-K19922318	13	5	1	8	-0.2908999432738011	-0.1462744921445846	-38.50155088011028	122.69809676726929	1	13	-0.31379093803825714	0.38461538461538464
BRD-K61829047	7b-cis	13	5	1	8	-0.30154624438056576	-0.0536915771663188	-38.648669149035214	122.69809676726929	1	13	-0.31498996453337863	0.38461538461538464
BRD-K12762134	XAV-939	13	6	1	7	-0.33526155467216784	-0.0768999904394149	-38.75820082596542	122.69809676726929	1	13	-0.31588265708376073	0.46153846153846156
BRD-K93754473	tamoxifen	13	5	1	8	-0.08859719794530137	-0.1705672591924667	-40.148698862806604	122.69809676726929	1	13	-0.3272153352057258	0.38461538461538464
BRD-K82818427	batimastat	13	4	1	9	-0.22116538366446128	-0.1816499829292297	-41.11468129244162	122.69809676726929	1	13	-0.3350881747613977	0.3076923076923077
BRD-K81418486	vorinostat	13	5	1	8	-0.5093992058402643	-0.7790404851548374	-41.54684497427931	122.69809676726929	4	52	-0.3386103457911359	0.38461538461538464
BRD-K92241597	tosedostat	13	5	1	8	-0.5290892823384359	-0.635712206363678	-42.71092689019974	122.69809676726929	1	13	-0.34809771313089527	0.38461538461538464
BRD-K78659596	ixazomib	13	5	1	8	-0.25244493782520294	-0.5728939771652222	-45.853197815702465	122.69809676726929	1	13	-0.37370749036699136	0.38461538461538464
BRD-K69840642	ISOX	13	4	1	9	-0.4457467940564339	-0.2541558444499969	-46.5503262202586	122.69809676726929	1	13	-0.3793891465859825	0.3076923076923077
BRD-K61323504	SB-225002	13	4	1	9	-0.359699201125365	-0.516462504863739	-47.55874109974591	122.69809676726929	1	13	-0.3876078142430697	0.3076923076923077
BRD-K12994359	valdecoxib	13	4	1	9	-0.32389999009095705	-0.3971000015735626	-49.10748976694859	122.69809676726929	1	13	-0.4002302485595556	0.3076923076923077
BRD-K01976263	emetine	13	5	1	8	-0.5872923101370151	-0.4481500089168548	-55.06273056651166	122.69809676726929	1	13	-0.44876597125180584	0.38461538461538464
BRD-K62965247	tipifarnib-P2	13	6	1	7	-0.31917544970145595	-0.1027422770857811	-55.48103295292401	122.69809676726929	1	13	-0.45217517153635284	0.46153846153846156
BRD-A28105619	cucurbitacin-i	13	3	1	10	-0.48353253648831296	-0.2609900832176208	-62.750998660296155	122.69809676726929	1	13	-0.5114260148575955	0.23076923076923078
BRD-K86191271	cytosporone-b	13	6	1	7	-0.5425869461435538	-0.0263227820396423	-64.2523765119369	122.69809676726929	1	13	-0.5236623729690707	0.46153846153846156
BRD-K04887706	AKT-inhibitor-1-2	13	5	1	8	-0.48332915053917813	-0.4115256667137146	-66.97269192222089	122.69809676726929	1	13	-0.5458331766078901	0.38461538461538464
BRD-A12230535	nutlin-3	13	2	1	11	-0.43092232598708224	-0.5071600079536438	-68.04440232248217	122.69809676726929	1	13	-0.5545677081817096	0.15384615384615385
BRD-K78126613	menadione	13	5	1	8	-0.502542298573714	-0.3605999946594238	-70.04141286831444	122.69809676726929	1	13	-0.570843515210894	0.38461538461538464
BRD-A75409952	wortmannin	13	4	1	9	-0.6672509306898484	-0.861654798189799	-74.43745487880399	122.69809676726929	3	39	-0.6066716341981662	0.3076923076923077
BRD-K64970062	BRD-K64970062	13	3	1	10	-0.6997128404103793	-0.891033411026001	-76.8115052066171	122.69809676726929	1	13	-0.6260203477508804	0.23076923076923078
BRD-K56411643	BRD-K56411643	13	6	1	7	-0.5704105129608741	-0.1272880733013153	-90.0518560506856	122.69809676726929	1	13	-0.7339303414094004	0.46153846153846156
BRD-K06890060	alda-1	13	3	1	10	-0.6047461445514972	-0.5631499886512756	-92.81863320368973	122.69809676726929	1	13	-0.756479812231691	0.23076923076923078
BRD-K22134346	simvastatin	13	3	1	10	-1.1415578424930573	-1.335491180419922	-147.94191398168851	122.69809676726929	1	13	-1.2057392728943552	0.23076923076923078
BRD-K00766422	sparfosic-acid	13	3	1	10	-1.9694231060835032	-2.1605000495910645	-245.8965641281231	122.69809676726929	1	13	-2.00407806320365	0.23076923076923078
BRD-K08451418	BRD-K08451418	13	9	0	4	0.27879781218675465	0.3329262137413025	56.160541716451405	122.69809676726929	1	13	0.4577132261715137	0.6923076923076923
BRD-K89687904	PKCbeta-inhibitor	13	10	0	3	0.2604642453101965	0.3992270231246948	44.55320364937127	122.69809676726929	1	13	0.3631124265430024	0.7692307692307693
BRD-K18849474	dalcetrapib	13	9	0	4	0.20368077548650595	0.3202999830245971	40.87990247224757	122.69809676726929	1	13	0.33317470726369586	0.6923076923076923
BRD-A23770159	sirolimus	13	10	0	3	0.22368624634467638	0.4182601571083069	38.52913985290959	122.69809676726929	1	13	0.31401579053007406	0.7692307692307693
BRD-K69181860	ARG-CSC-91	13	11	0	2	0.2642397708617724	0.3183826208114624	30.571645230978554	122.69809676726929	1	13	0.24916152765569047	0.8461538461538461
BRD-K01121114	BRD-K01121114	13	8	0	5	0.20203996621645415	0.5435850620269775	27.792518143426683	122.69809676726929	1	13	0.22651140380883691	0.6153846153846154
BRD-K76964878	EX-527	13	7	0	6	0.137646150130492	0.0264999866485595	27.422633256095047	122.69809676726929	1	13	0.2234968102896463	0.5384615384615384
BRD-K45399554	CAM-9-027-3	13	9	0	4	0.1397470969420213	0.4695836901664734	27.261158567662363	122.69809676726929	1	13	0.2221807777456455	0.6923076923076923
BRD-A18763547	BAX-channel-blocker	13	7	0	6	0.06693846101944263	0.1412999927997589	26.807761560125652	122.69809676726929	1	13	0.21848555329243574	0.5384615384615384
BRD-A20131130	2',5'-dideoxyadenosine	13	10	0	3	0.11278427879397682	0.1754475831985473	23.949382788198164	122.69809676726929	1	13	0.19518952142855778	0.7692307692307693
BRD-K81647657	BRD-K81647657	13	7	0	6	0.11647210785975824	0.1522852778434753	23.888980008313474	122.69809676726929	1	13	0.19469723359788946	0.5384615384615384
BRD-A62809825	thapsigargin	13	8	0	5	0.14742174343420908	0.0729489028453826	22.628199931829904	122.69809676726929	1	13	0.18442176796556603	0.6153846153846154
BRD-K84924563	BRD-K84924563	13	7	0	6	0.029824444307730767	0.1084349155426025	20.14632286075267	122.69809676726929	1	13	0.1641942572179071	0.5384615384615384
BRD-K41087962	BRD-K41087962	13	7	0	6	0.11159209849742743	0.0294165164232254	20.031558196970398	122.69809676726929	1	13	0.16325891537637915	0.5384615384615384
BRD-A13195221	STK-064652	13	10	0	3	0.13842581384457076	0.1140600740909576	19.6570615987763	122.69809676726929	1	13	0.16020673601858165	0.7692307692307693
BRD-K90826279	BRD-K90826279	13	9	0	4	0.26885389622587424	0.3380113244056701	19.64588709394445	122.69809676726929	1	13	0.1601156628469004	0.6923076923076923
BRD-K98404142	BRD-K98404142	13	8	0	5	0.152016935726771	0.1828344166278839	19.52991894005728	122.69809676726929	1	13	0.15917051245791647	0.6153846153846154
BRD-K09085930	TUL_XX087	13	9	0	4	0.18389023156263506	0.2687045903876424	19.28221300458259	122.69809676726929	16	208	0.15715168786323241	0.6923076923076923
BRD-K71799949	carbamazepine	13	8	0	5	0.1887485429358024	0.241944134235382	18.27674453816822	122.69809676726929	1	13	0.1489570337251041	0.6153846153846154
BRD-K08478539	RLM-2-12	13	9	0	4	0.14807744324207303	0.304249107837677	16.924859652525814	122.69809676726929	1	13	0.13793905609333507	0.6923076923076923
BRD-K35716340	BRD-K35716340	13	7	0	6	0.09908443689346313	0.1310408115386963	15.87073680878878	122.69809676726929	1	13	0.12934786461188555	0.5384615384615384
BRD-K67075780	TGX-115	13	9	0	4	0.1931380331516266	0.1843229234218597	15.459378664239086	122.69809676726929	1	13	0.1259952604934211	0.6923076923076923
BRD-K66792149	quinoclamine	13	7	0	6	-0.01208401184815627	0.0209040492773056	14.606619354979586	122.69809676726929	1	13	0.11904519906845058	0.5384615384615384
BRD-K85563610	APO-866	13	9	0	4	0.14676923705981326	0.291700005531311	12.61465161231531	122.69809676726929	1	13	0.10281049131709409	0.6923076923076923
BRD-K38985961	T-5345967	13	8	0	5	0.05010600187457525	0.1472990810871124	12.457654453800139	122.69809676726929	1	13	0.10153095102550375	0.6153846153846154
BRD-K05402890	BRD-K05402890	13	9	0	4	0.05695790167038255	0.0628786981105804	11.807648181472766	122.69809676726929	1	13	0.09623334422105358	0.6923076923076923
BRD-K89329876	BRD-K89329876	13	8	0	5	0.06623462007309382	0.274150013923645	11.370307646110508	122.69809676726929	1	13	0.0926689813915975	0.6153846153846154
BRD-K90735586	BRD-K90735586	13	8	0	5	0.08397691524945773	0.2555000185966491	11.200600455207011	122.69809676726929	1	13	0.09128585324719447	0.6153846153846154
BRD-K14696368	9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	13	7	0	6	0.045777092759425826	0.0273584723472595	10.241858189860636	122.69809676726929	1	13	0.08347202165072812	0.5384615384615384
BRD-K13049116	BMS-754807	13	7	0	6	-0.023445908839885996	0.0866030752658844	9.924461749331902	122.69809676726929	1	13	0.08088521346958116	0.5384615384615384
BRD-K87142802	veliparib	13	7	0	6	0.06934615052663362	0.0178499966859817	9.495781430657999	122.69809676726929	1	13	0.0773914321480419	0.5384615384615384
BRD-K22828899	TUL-XXI039	13	9	0	4	0.1006998355106379	0.2033023377880454	8.880775027712348	122.69809676726929	16	208	0.07237907727743473	0.6923076923076923
BRD-K17561142	amiodarone	13	9	0	4	0.15929977595806122	0.215323805809021	8.838129436883529	122.69809676726929	1	13	0.07203151205880132	0.6923076923076923
BRD-K67778494	BRD-K67778494	13	8	0	5	0.05071389273955271	0.1287925690412521	8.589255144616658	122.69809676726929	1	13	0.07000316525616973	0.6153846153846154
BRD-K80527266	triacsin-c	13	8	0	5	0.059413043352273785	0.1087063550949096	8.17002533729093	122.69809676726929	1	13	0.06658640641172807	0.6153846153846154
BRD-K70642949	GSK-2334470	13	7	0	6	0.013602026953146999	0.1841844320297241	8.028313339604805	122.69809676726929	1	13	0.06543144149034937	0.5384615384615384
BRD-A91699651	chloroquine	13	7	0	6	0.06624231372888272	0.1537999957799911	6.133232001239756	122.69809676726929	1	13	0.04998636623413254	0.5384615384615384
BRD-K66645150	BG-STK33-55	13	7	0	6	-0.014908055255476099	0.147657404653728	5.567483516893168	122.69809676726929	16	208	0.045375467619953654	0.5384615384615384
BRD-K04430056	7-nitroindazole	13	7	0	6	0.05103096480552966	0.0105686634778976	5.502585168636419	122.69809676726929	1	13	0.04484654052192502	0.5384615384615384
BRD-A81541225	oligomycin-a	13	8	0	5	0.04555769092761553	0.1457499861717224	5.399614906172461	122.69809676726929	1	13	0.044007324061548544	0.6153846153846154
BRD-K14888893	minoxidil	13	6	0	7	0.018857136941873118	-0.0849249362945556	5.392157801867955	122.69809676726929	1	13	0.0439465480226288	0.46153846153846156
BRD-K12683773	methyl-fasudil	13	8	0	5	0.04310877209242718	0.0816305568441748	5.2756515775473	122.69809676726929	16	208	0.04299701231351636	0.6153846153846154
BRD-K38340366	MW-STK33-1C	13	8	0	5	-0.022791864941469765	0.1631672726944089	4.8724164000039085	122.69809676726929	16	208	0.0397106110720347	0.6153846153846154
BRD-K48692744	NU-1025	13	9	0	4	0.025406572394646113	0.0529453158378601	4.2176776518178904	122.69809676726929	1	13	0.03437443418391303	0.6923076923076923
BRD-A83255679	BRD-A83255679	13	9	0	4	0.1727807676562896	0.0888499915599823	4.074006916625681	122.69809676726929	1	13	0.033203505384057884	0.6923076923076923
BRD-K33583600	isoliquiritigenin	13	7	0	6	0.04178839463454025	0.1335287988185882	4.045780280884305	122.69809676726929	1	13	0.03297345588463561	0.5384615384615384
BRD-K15108141	gemcitabine	13	6	0	7	0.036840552320847146	-0.0074435919523239	3.1451700595022363	122.69809676726929	1	13	0.025633405426556184	0.46153846153846156
BRD-K52904470	BRD-K52904470	13	7	0	6	0.0020249013144236303	0.0236809849739074	2.991048185199255	122.69809676726929	1	13	0.024377298947616127	0.5384615384615384
BRD-K82135108	elesclomol	13	8	0	5	-0.010416021713843723	0.0958518981933593	2.5469965044765983	122.69809676726929	1	13	0.02075823970853988	0.6153846153846154
BRD-K59019422	BRD-K59019422	13	8	0	5	0.020964055680311643	0.2133266180753708	2.5314728545571654	122.69809676726929	1	13	0.020631720631810617	0.6153846153846154
BRD-K25690923	4-iodo-6-phenylpyrimidine	13	7	0	6	0.009515919364415674	0.0839897394180297	2.035238689506339	122.69809676726929	1	13	0.016587369675071073	0.5384615384615384
BRD-A62182663	YK-4279	13	6	0	7	0.05730086636657898	-0.0265275593847036	0.9423043218073062	122.69809676726929	1	13	0.007679860948411006	0.46153846153846156
BRD-A67373739	AICA-ribonucleotide	13	7	0	6	0.029700012161181524	0.0351500064134597	0.440074154467629	122.69809676726929	1	13	0.0035866420593495493	0.5384615384615384
BRD-K49010888	BRD-K49010888	13	6	0	7	-0.04083616384573711	-0.0442922849906608	0.27783400840563544	122.69809676726929	16	208	0.002264370970094378	0.46153846153846156
BRD-A58048407	nimodipine	13	6	0	7	0.029796858819631438	-0.0384042337536811	-0.15402021938271337	122.69809676726929	1	13	-0.0012552779826312636	0.46153846153846156
BRD-K69885235	MW-STK33-100	13	5	0	8	-0.056930642789946154	-0.0207521519623696	-0.961517652488741	122.69809676726929	16	208	-0.007836451239439548	0.38461538461538464
BRD-K20285085	fostamatinib	13	6	0	7	-0.004024909665951369	-0.0352929979562759	-1.191858775731136	122.69809676726929	1	13	-0.009713751126815148	0.46153846153846156
BRD-K21614065	BRD-K21614065	13	5	0	8	-0.15011152940300795	-0.0887000039219856	-1.880026935839805	122.69809676726929	1	13	-0.015322380585949865	0.38461538461538464
BRD-A84045418	calpeptin	13	7	0	6	-0.09134605068426868	0.1192364692687988	-2.060292669324399	122.69809676726929	1	13	-0.016791561756922042	0.5384615384615384
BRD-K77432048	BRD-K77432048	13	4	0	9	-0.195530098504745	-0.1038981080055236	-2.7727333464426667	122.69809676726929	1	13	-0.022598014309072118	0.3076923076923077
BRD-K34581968	BMS-536924	13	8	0	5	0.050682916091038616	0.0668143332004547	-2.8115578254396434	122.69809676726929	1	13	-0.022914437138927563	0.6153846153846154
BRD-K79382620	TH02453-036-P1	13	7	0	6	0.07302193798554632	0.1580438017845153	-3.371039000778133	122.69809676726929	1	13	-0.027474256647780252	0.5384615384615384
BRD-K46625679	MW-STK33-97	13	6	0	7	-0.021153542437017524	-0.1037637814879417	-3.483128602478735	122.69809676726929	16	208	-0.028387796504174365	0.46153846153846156
BRD-K30677119	PP-30	13	7	0	6	0.0742622585250781	0.0048816725611686	-3.5046544965565145	122.69809676726929	1	13	-0.028563234384996666	0.5384615384615384
BRD-K02950022	BMS-299897	13	8	0	5	0.0636538484921822	0.044199988245964	-4.9331415566606776	122.69809676726929	1	13	-0.04020552630101295	0.6153846153846154
BRD-K74236984	UNC-0321	13	8	0	5	0.0022720407981138865	0.0219944342970848	-5.29466922975529	122.69809676726929	1	13	-0.04315200780822288	0.6153846153846154
BRD-K23582869	BRD-K23582869	13	6	0	7	-0.08275427518618438	-0.0050215494993608	-6.7814762203759855	122.69809676726929	16	208	-0.05526961215412266	0.46153846153846156
BRD-K59962020	CHEMBL-374350	13	6	0	7	0.07588271854015498	-0.062659777700901	-6.903057936228702	122.69809676726929	1	13	-0.05626051355403052	0.46153846153846156
BRD-A24054354	BRD-A24054354	13	7	0	6	-0.0664164676116063	0.1222838461399078	-7.001902205938914	122.69809676726929	1	13	-0.05706610281999686	0.5384615384615384
BRD-K78930611	MW-STK33-2B	13	5	0	8	-0.12792918199780753	-0.1329143195180222	-7.023718971070841	122.69809676726929	16	208	-0.05724391132482892	0.38461538461538464
BRD-K68548958	BRD-K68548958	13	7	0	6	-0.12284225569321561	0.0444419831037521	-7.547775491661934	122.69809676726929	1	13	-0.06151501686271766	0.5384615384615384
BRD-K80738081	resveratrol	13	9	0	4	-0.12204999648607696	0.0369499921798706	-7.751274253473932	122.69809676726929	1	13	-0.063173549204894	0.6923076923076923
BRD-K73397362	purmorphamine	13	6	0	7	-0.04816345927807	-0.0084272399544715	-8.008374835409965	122.69809676726929	1	13	-0.06526894097306213	0.46153846153846156
BRD-K61314889	endo-IWR-1	13	5	0	8	-0.0864192213003452	-0.2409499883651733	-8.182149395800897	122.69809676726929	1	13	-0.0666852185272327	0.38461538461538464
BRD-K35669573	TUL-XX023	13	4	0	9	-0.11504175487117697	-0.0401977421715855	-8.87742540124511	122.69809676726929	16	208	-0.07235177753476968	0.3076923076923077
BRD-K41996876	tyrphostin-1	13	7	0	6	0.019526923505159537	0.0269000083208084	-8.940264796447828	122.69809676726929	1	13	-0.07286392398902079	0.5384615384615384
BRD-K03763695	TUL_XIX002	13	5	0	8	-0.14496201407522535	-0.0600560270249843	-9.586070625615292	122.69809676726929	16	208	-0.07812729682187258	0.38461538461538464
BRD-K32164935	tolazamide	13	4	0	9	-0.05869170335622932	-0.2197197675704956	-9.885626181676592	122.69809676726929	1	13	-0.08056870026621035	0.3076923076923077
BRD-K48923948	BMS-641988	13	7	0	6	-0.0571742166693394	0.0182203650474548	-9.953208882444232	122.69809676726929	1	13	-0.08111950506716686	0.5384615384615384
BRD-A25004090	erastin	13	8	0	5	-0.2667038360467325	0.2473500072956085	-10.041405485007125	122.69809676726929	1	13	-0.08183831493371421	0.6153846153846154
BRD-K26657438	imiquimod	13	8	0	5	0.010327151188483596	0.1318635642528534	-12.54163817276821	122.69809676726929	1	13	-0.10221542552984239	0.6153846153846154
BRD-K05922103	BG-STK33-03	13	4	0	9	-0.12406489054242578	-0.1998407102655619	-12.991422433994707	122.69809676726929	16	208	-0.1058812057911258	0.3076923076923077
BRD-K58466974	TUL_XXI035	13	5	0	8	-0.1560335884658763	-0.0448367041535675	-13.28495431280527	122.69809676726929	16	208	-0.10827351574983142	0.38461538461538464
BRD-A34817987	itraconazole	13	5	0	8	-0.06895058315533857	-0.2119853943586349	-14.02703278854516	122.69809676726929	1	13	-0.1143215188997698	0.38461538461538464
BRD-K95985487	BRD-K95985487	13	7	0	6	-0.06784396101899731	0.0653985161334276	-14.351980782551072	122.69809676726929	16	208	-0.11696987288868509	0.5384615384615384
BRD-K69690935	curcumin	13	6	0	7	-0.037513800825063996	-0.1229981184005737	-15.160350712352386	122.69809676726929	1	13	-0.12355815706830534	0.46153846153846156
BRD-K70792160	10-DEBC	13	4	0	9	-0.08206438502440085	-0.1708440780639648	-15.477984010382523	122.69809676726929	1	13	-0.12614689565837992	0.3076923076923077
BRD-K03073752	TUL_XIX003	13	5	0	8	-0.1471634220618468	-0.0863720132754399	-15.618463090267339	122.69809676726929	13	169	-0.1272918121940559	0.38461538461538464
