pert_id	pert_iname	n_genes	n_positive_mr_effect	n_strong_precision_match	mean_mr_lincs_effect	median_mr_lincs_effect	sum_mr_lincs_effect	mean_precision_match	median_precision_match	sum_precision_match	mean_lincs_z	mean_mr_ivw_beta	median_mr_ivw_beta	fraction_positive_mr_effect	clinical_phase	moa	target	disease_area	indication	annotation_source	biology_note
BRD-K04623885	BIBR-1532	13	10	7	0.5872000123042942	0.3035184396814195	7.633600159955825	3.677973360623276	2.506804425765784	47.81365368810258	-0.4641660497738765	0.46811178153786825	0.8048867209111468	0.7692307692307693	Preclinical/tool	telomerase inhibitor	TERT/telomerase	oncology/tool compound		manual: telomerase inhibitor literature/opnMe	Strongest transcriptomic match; tool telomerase inhibitor, so prioritize as a signature lead rather than an immediately plausible microglia therapeutic.
BRD-K71799778	BML-259	13	8	7	0.4539941774017844	0.5399262739292728	5.901924306223197	2.5640290237678567	3.0092361392258886	33.33237730898214	-0.4207269228421725	0.46811178153786825	0.8048867209111468	0.6153846153846154	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K08451418	BRD-K08451418	13	9	5	0.2527382356449265	0.19987848306112205	3.2855970633840443	2.147354126272946	1.3552464585414306	27.915603641548298	-0.1894391935605269	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K75532464	FTI-276	13	9	7	0.28438763364817526	0.34480995302144246	3.6970392374262784	2.111286891331076	2.4787706001240375	27.446729587303988	-0.21944109149850327	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K28360340	TW-37	13	9	6	0.2940726273096106	0.3461289624529163	3.8229441550249375	1.977592042055625	1.1207249124233019	25.708696546723125	-0.1316576863710697	0.46811178153786825	0.8048867209111468	0.6923076923076923	Preclinical	BCL inhibitor	BCL2|BCL2L1|MCL1	not annotated		Broad Repurposing Hub	
BRD-A84481105	thioridazine	13	7	6	0.2495613625662154	0.09112661694220346	3.2442977133608	1.8221216217475784	0.8249897343937157	23.68758108271852	-0.34525319991203457	0.46811178153786825	0.8048867209111468	0.5384615384615384	Withdrawn	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7	not annotated		Broad Repurposing Hub	
BRD-K56343971	vemurafenib	13	9	7	0.23848402470697733	0.280515108575876	3.100292321190705	1.7818145620247645	2.147149569051477	23.16358930632194	0.03174999470894152	0.46811178153786825	0.8048867209111468	0.6923076923076923	Launched	RAF inhibitor	BRAF|RAF1	oncology	melanoma	Broad Repurposing Hub	
BRD-K89687904	PKCbeta-inhibitor	13	10	7	0.23082342696579725	0.2126546736683572	3.0007045505553642	1.7273864339087124	2.072486057132613	22.45602364081326	-0.17562780815821427	0.46811178153786825	0.8048867209111468	0.7692307692307693	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A63646118	fumonisin-b1	13	9	4	0.21007502537964148	0.18431932667025847	2.7309753299353394	1.6793507629837374	1.0109487303612195	21.831559918788585	-0.11933076954804932	0.46811178153786825	0.8048867209111468	0.6923076923076923	Preclinical	not annotated	CERS1	not annotated		not annotated	
BRD-K78867378	MW-A1-12	13	9	6	0.22017843994741318	0.24157840060419133	2.862319719316371	1.6773750259425575	1.4641922510073433	21.805875337253248	-0.13150498270988467	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K01779529	fluoropyruvate	13	9	6	0.24857245128217986	0.1607499867677688	3.231441866668338	1.671023081527243	1.2678921889768113	21.72330005985416	-0.38020769564005047	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K95609758	BMS-191011	13	7	4	0.28342815406818567	0.07299496994678031	3.684566002886414	1.5965459238289148	0.7113930526231682	20.75509700977589	-0.3613446091230099	0.46811178153786825	0.8048867209111468	0.5384615384615384	Preclinical	potassium channel activator	KCNMA1	not annotated		Broad Repurposing Hub	
BRD-K00615600	AG-14361	13	9	4	0.25233306076510514	0.17371823181342108	3.280329789946367	1.593192977366102	1.074771023335022	20.711508705759325	-0.25103050470352173	0.46811178153786825	0.8048867209111468	0.6923076923076923	Preclinical	PARP inhibitor	PARP1	not annotated		Broad Repurposing Hub	
BRD-K87947369	tozasertib	13	10	7	0.28893716188134594	0.4076197356422007	3.756183104457497	1.5929791584206716	2.13417576027893	20.70872905946873	-0.12806445016310766	0.46811178153786825	0.8048867209111468	0.7692307692307693	Phase 2	Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor	AURKA|AURKB|AURKC|LCK	not annotated		Broad Repurposing Hub	
BRD-K60219430	serdemetan	13	9	6	0.28602686869689015	0.3223224674816412	3.7183492930595716	1.564661483408411	1.474581130490288	20.34059928430934	-0.14111807254644537	0.46811178153786825	0.8048867209111468	0.6923076923076923	Phase 1	MDM inhibitor	MDM2	not annotated		Broad Repurposing Hub	
BRD-A19633847	perhexiline	13	9	7	0.18624725952395121	0.33787908507617553	2.421214373811366	1.4709724622143556	2.399619217325567	19.122642008786624	-0.265154976111192	0.46811178153786825	0.8048867209111468	0.6923076923076923	Launched	carnitine palmitoyltransferase inhibitor	CPT1A	cardiology	angina pectoris	Broad Repurposing Hub	
BRD-A23770159	sirolimus	13	10	6	0.23758305937320626	0.28356835671385966	3.0885797718516814	1.469010488431928	1.5397422687702567	19.097136349615063	-0.23099585737173373	0.46811178153786825	0.8048867209111468	0.7692307692307693	Launched	mTOR inhibitor	FKBP1A|MTOR	transplant|pulmonary	organ rejection|lymphangioleiomyomatosis	Broad Repurposing Hub	
BRD-K18849474	dalcetrapib	13	9	5	0.16361890476674207	0.13653311922017786	2.127045761967647	1.4305193193876338	0.9371622393439005	18.59675115203924	-0.07690384640143468	0.46811178153786825	0.8048867209111468	0.6923076923076923	Phase 3	cholesteryl ester transfer protein inhibitor	CETP	not annotated		Broad Repurposing Hub	
BRD-K53903639	CHEMBL-1222381	13	8	5	0.24359996639197654	0.3450136621310665	3.166799563095695	1.405095125126583	1.3559164316572978	18.26623662664558	-0.30455896258354187	0.46811178153786825	0.8048867209111468	0.6153846153846154	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A76279427	myriocin	13	8	7	0.16158713647463172	0.2182540960967765	2.1006327741702124	1.394547345245041	2.0528962297226836	18.129115488185533	-0.1198773722235973	0.46811178153786825	0.8048867209111468	0.6153846153846154	Preclinical/tool	serine palmitoyltransferase inhibitor	SPTLC1|SPTLC2	sphingolipid metabolism/immunology		manual: sphingolipid metabolism literature	Promising biology because sphingolipid metabolism and myeloid inflammatory state are relevant to AD; positive weighted match with broad protective direction.
BRD-K55395145	pemetrexed	13	8	5	0.2064789024457923	0.05765875929569292	2.6842257317953	1.3808998026544377	0.38312213228798736	17.95169743450769	-0.19856922328472137	0.46811178153786825	0.8048867209111468	0.6153846153846154	Launched	dihydrofolate reductase inhibitor|thymidylate synthase inhibitor	ATIC|DHFR|GART|TYMS	oncology	non-small cell lung cancer (NSCLC)|mesothelioma	Broad Repurposing Hub	
BRD-A70449690	forskolin	13	6	5	0.18585814609992057	-0.09164394636034798	2.4161558992989676	1.3574416384550543	-0.2967323307213796	17.646741299915707	-0.18304337274569732	0.46811178153786825	0.8048867209111468	0.46153846153846156	Launched	adenylyl cyclase activator	ADCY2|ADCY5|GNAS	not annotated		Broad Repurposing Hub	
BRD-K71726959	BRD-K71726959	13	8	7	0.28246863131993044	0.4179581614683105	3.672092207159096	1.3097378847920285	2.562815341914491	17.02659250229637	-0.30675555679660577	0.46811178153786825	0.8048867209111468	0.6153846153846154	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K96354014	nifedipine	13	10	5	0.2198225992922835	0.14128625300714762	2.8576937907996856	1.2914886118904116	1.2790961878435294	16.789351954575352	-0.149562490101044	0.46811178153786825	0.8048867209111468	0.7692307692307693	Launched	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3	cardiology	vasospastic angina|chronic stable angina	Broad Repurposing Hub	
BRD-K78716413	BRD-K78716413	13	7	6	0.18444285880961064	0.16090339267682877	2.3977571645249385	1.2906095653464236	0.6323562745090308	16.777924349503508	-0.25181443760028255	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K69181860	ARG-CSC-91	13	11	4	0.20001547056123709	0.2169601172208786	2.600201117296082	1.273317772355943	1.164284278268521	16.55313104062726	-0.05589752586988302	0.46811178153786825	0.8048867209111468	0.8461538461538461	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K45399554	CAM-9-027-3	13	9	5	0.17102284545899835	0.379043108828003	2.2232969909669786	1.258366642616834	1.813045164803737	16.358766354018844	-0.3241018744615408	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K31342827	bisindolylmaleimide	13	8	3	0.23467211375359773	0.10785643684389096	3.0507374787967705	1.243805671030859	0.7154019754581789	16.169473723401165	-0.15677888347552374	0.46811178153786825	0.8048867209111468	0.6153846153846154	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A09533288	verapamil	13	6	4	0.16845677912597773	-0.012327644706046473	2.1899381286377104	1.18315787810007	-0.107360129061864	15.381052415300909	-0.49795770186644334	0.46811178153786825	0.8048867209111468	0.46153846153846156	Launched	calcium channel blocker	CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4	cardiology	hypertension	Broad Repurposing Hub	
BRD-K83354763	NFKB-activation-inhibitor-II	13	9	6	0.18730653315920665	0.24194040299443398	2.4349849310696863	1.16344226149378	0.8804948098533963	15.12474939941914	-0.07239999220921442	0.46811178153786825	0.8048867209111468	0.6923076923076923	Preclinical	NFkB pathway inhibitor	RELA	not annotated		Broad Repurposing Hub	
BRD-K93023739	IKK-inhibitor-X	13	7	4	0.12156110009840128	0.022412106857603677	1.5802943012792166	1.1450972090454603	0.2184235040410559	14.886263717590985	-0.09493736349619354	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K19295594	gossypol	13	7	3	0.1103115102854156	0.1617581737271875	1.4340496337104027	1.1238888913363367	1.0691187129209498	14.610555587372378	-0.03719640465883107	0.46811178153786825	0.8048867209111468	0.5384615384615384	Phase 2	BCL inhibitor|MCL1 inhibitor	BCL2	not annotated		Broad Repurposing Hub	
BRD-K16406336	methylene-blue	13	8	5	0.23633367767953867	0.14948093165933396	3.0723378098340026	1.1127623915014941	0.6094080829025367	14.465911089519423	-0.3402245007455349	0.46811178153786825	0.8048867209111468	0.6153846153846154	Launched	guanylyl cyclase inhibitor|nitric oxide production inhibitor	ACHE	hematology	methemoglobinemia	Broad Repurposing Hub	
BRD-A70155556	lovastatin	13	9	6	0.23301934241048478	0.27158531702725625	3.029251451336302	1.1110637459490333	1.7685846483776984	14.443828697337432	-0.06073306386287393	0.46811178153786825	0.8048867209111468	0.6923076923076923	Launched	HMGCR inhibitor	HDAC2|HMGCR|ITGAL|NR1I2	cardiology|endocrinology	coronary heart disease|myocardial infarction|hypercholesterolemia	Broad Repurposing Hub	
BRD-K88560311	rucaparib	13	9	3	0.2212211862898014	0.17530922459868462	2.875875421767418	1.1034355027676717	1.3253562231241143	14.344661535979732	0.04930846851605637	0.46811178153786825	0.8048867209111468	0.6923076923076923	Phase 3	PARP inhibitor	PARP1|PARP2	not annotated		Broad Repurposing Hub	
BRD-K90826279	BRD-K90826279	13	9	4	0.19557408501317772	0.1524521487494785	2.5424631051713105	1.091541223350963	1.0322621442170725	14.190035903562517	-0.07316220523073125	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K89391146	RG-108	13	8	4	0.17335419560664336	0.051887926966541216	2.2536045428863636	1.0729089919828085	0.2142612119895171	13.947816895776512	0.022836898381893435	0.46811178153786825	0.8048867209111468	0.6153846153846154	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K09907482	PRL-3-inhibitor-I	13	9	4	0.17257407469488228	0.08915361720379568	2.2434629710334697	1.0711903043283273	0.8688717036426852	13.925473956268256	-0.09938461562761894	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K93095519	SJ-172550	13	7	5	0.04325201458509674	0.12065777696910782	0.5622761896062576	1.0650013311261892	1.0156289760421713	13.845017304640459	0.20166935255894294	0.46811178153786825	0.8048867209111468	0.5384615384615384	Preclinical	MDM inhibitor	MDM4	not annotated		Broad Repurposing Hub	
BRD-K53595844	phenoxazine	13	8	6	0.1873535445212098	0.295641541481018	2.4355960787757276	1.032162662136331	1.3485644565349977	13.418114607772303	-0.3521370520958534	0.46811178153786825	0.8048867209111468	0.6153846153846154	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A20131130	2',5'-dideoxyadenosine	13	10	4	0.07802104417905202	0.1091837137937545	1.0142735743276763	1.0299495972463162	1.0068240746062747	13.389344764202109	0.0005648351059510329	0.46811178153786825	0.8048867209111468	0.7692307692307693	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K10882151	BO2-inhibits-RAD51	13	6	4	0.14631888994706183	-0.027602666559075187	1.902145569311804	1.0193743863863043	-0.11397990123798148	13.251867023021955	-0.36469614391143507	0.46811178153786825	0.8048867209111468	0.46153846153846156	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K01121114	BRD-K01121114	13	8	7	0.15581757372433977	0.2670402020696428	2.025628458416417	1.0157399753568572	2.0999474614696862	13.204619679639144	-0.057473526551173285	0.46811178153786825	0.8048867209111468	0.6153846153846154	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K09085930	TUL_XX087	13	9	5	0.1490306809839677	0.16639491889936242	1.9373988527915804	0.9901584624532661	0.887874291582164	12.87206001189246	-0.06722110749867098	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A18763547	BAX-channel-blocker	13	7	4	0.13324777252470754	0.1412999927997589	1.7322210428211982	0.9658086638173873	0.5895379931907982	12.555512629626035	-0.37154615498506105	0.46811178153786825	0.8048867209111468	0.5384615384615384	Preclinical	cytochrome C release inhibitor	BAX	not annotated		Broad Repurposing Hub	
BRD-K76964878	EX-527	13	7	5	0.15653575060395283	0.01730957266844022	2.034964757851387	0.9280393197126094	0.14869110250390488	12.064511156263922	-0.24944614217831537	0.46811178153786825	0.8048867209111468	0.5384615384615384	Phase 2	SIRT inhibitor	SIRT1	not annotated		Broad Repurposing Hub	
BRD-K67075780	TGX-115	13	9	4	0.1289558714500631	0.1220556824524324	1.67642632885082	0.9158289814323725	0.6711446448967686	11.905776758620842	-0.06051651331094594	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K69932463	AZD-8055	13	7	4	0.12170492735452748	0.005754941522549279	1.5821640556088572	0.9044017743383805	0.05210077842734511	11.757223066398947	0.05504999739619402	0.46811178153786825	0.8048867209111468	0.5384615384615384	Phase 1	mTOR kinase inhibitor	MTOR	oncology/autophagy		manual: mTOR inhibitor literature/Repurposing Hub style annotation	Positive weighted match; plausible pathway relevance through autophagy and immune metabolism, though not among the very top by strong-push count.
BRD-K41087962	BRD-K41087962	13	7	5	0.0425331266739282	0.008160307367157315	0.5529306467610666	0.9038418026374727	0.06868885556889812	11.749943434287145	0.14421232445881918	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A80213327	NSC-23766	13	9	4	0.1266887188831969	0.13475815005993236	1.6469533454815597	0.8726864888988712	1.13431794780827	11.344924355685325	-0.0168659366094149	0.46811178153786825	0.8048867209111468	0.6923076923076923	Preclinical	Ras GTPase inhibitor	not annotated	not annotated		Broad Repurposing Hub	
BRD-K92301463	16,16-dimethylprostaglandin-e2	13	7	4	0.1405577606179233	0.3137422427903846	1.827250888033003	0.8667665041661443	1.0158605193940524	11.267964554159876	-0.46377692887416255	0.46811178153786825	0.8048867209111468	0.5384615384615384	Phase 2	prostanoid receptor agonist	HPGD	not annotated		Broad Repurposing Hub	
BRD-A13195221	STK-064652	13	10	3	0.10241677398298811	0.09584791213274	1.3314180617788454	0.8666881804886664	0.7455124082616805	11.266946346352663	-0.05192199979837124	0.46811178153786825	0.8048867209111468	0.7692307692307693	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A35588707	teniposide	13	7	4	0.19559091534930123	0.07189140418524188	2.542681899540916	0.8506068942958294	0.522264894229185	11.057889625845782	0.002607702062680205	0.46811178153786825	0.8048867209111468	0.5384615384615384	Launched	topoisomerase inhibitor	TOP2A|TOP2B	hematologic malignancy	acute lymphoblastic leukemia (ALL)	Broad Repurposing Hub	
BRD-K14329163	BAY-K-8644-(S)-(-)	13	6	5	0.1056015189604377	-0.1427000015974044	1.3728197464856902	0.8400750375059993	-0.6378796676095794	10.92097548757799	0.03297692881180693	0.46811178153786825	0.8048867209111468	0.46153846153846156	Preclinical	L-type calcium channel activator	CACNA1C	not annotated		Broad Repurposing Hub	
BRD-K98404142	BRD-K98404142	13	8	4	0.10304463517870764	0.1381421312445694	1.3395802573231994	0.829606037915928	1.0035523214588953	10.784878492907064	0.07442068337247924	0.46811178153786825	0.8048867209111468	0.6153846153846154	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A62809825	thapsigargin	13	8	4	0.10861115055660345	0.07089640934562202	1.411944957235845	0.8182950797821877	0.585544103696141	10.63783603716844	-0.017274490342690404	0.46811178153786825	0.8048867209111468	0.6153846153846154	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A01145011	zebularine	13	7	4	0.10055413548740072	0.1157499998807907	1.3072037613362093	0.8148804938679994	0.5275641818922182	10.593446420283993	-0.06772691011428833	0.46811178153786825	0.8048867209111468	0.5384615384615384	Preclinical	DNA methyltransferase inhibitor	CDA|DNMT1	not annotated		Broad Repurposing Hub	
BRD-K08478539	RLM-2-12	13	9	6	0.08192593238042487	0.21891323068903568	1.0650371209455232	0.8116684713312889	1.8080372847394912	10.551690127306756	0.047134407437764696	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K16701932	Gly-Gly-PALO	13	5	3	0.07935035789893721	-0.18225020496799785	1.0315546526861838	0.8093045508684409	-0.8435030545033919	10.520959161289731	-0.2640846073627472	0.46811178153786825	0.8048867209111468	0.38461538461538464	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K15025317	BAY-11-7082	13	6	3	0.1415790792393756	-0.006308747815158931	1.8405280301118827	0.806544975778302	-0.06148367989914644	10.485084685117926	-0.25165384205488056	0.46811178153786825	0.8048867209111468	0.46153846153846156	Preclinical	NFkB pathway inhibitor	RELA	not annotated		Broad Repurposing Hub	
BRD-K66874953	pifithrin-alpha	13	7	5	0.08350436414022006	0.154100015759468	1.0855567338228607	0.7975947377208791	0.6888385825572994	10.368731590371429	-0.22759614884853363	0.46811178153786825	0.8048867209111468	0.5384615384615384	Preclinical	TP53 inhibitor	TP53	not annotated		Broad Repurposing Hub	
BRD-K81647657	BRD-K81647657	13	7	4	0.08399087670753878	0.1501242919885222	1.0918813971980041	0.7901822497768405	0.6199093822204601	10.272369247098926	0.05692520852272327	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A13122391	triptolide	13	9	5	0.2374416827179478	0.24671076040954174	3.0867418753333213	0.7628988673493298	1.7922639104181186	9.917685275541286	0.142811302955334	0.46811178153786825	0.8048867209111468	0.6923076923076923	Phase 3	XPB/TFIIH inhibitor; broad transcriptional/NF-kB suppressive effects	ERCC3/XPB; TFIIH complex	inflammation/oncology tool compound		manual: XPB/TFIIH target literature	Strong multi-gene protective-direction match and anti-inflammatory biology, but likely toxicity/global transcription effects make it a mechanistic lead rather than a clean therapeutic candidate.
BRD-A56359832	zileuton	13	8	5	0.13480032499750122	0.1296039149221312	1.752404224967516	0.7499556962958263	0.9411484018881314	9.749424051845741	-0.06660768389701842	0.46811178153786825	0.8048867209111468	0.6153846153846154	Launched	leukotriene synthesis inhibitor|lipoxygenase inhibitor	ALOX5	pulmonary	asthma	Broad Repurposing Hub	
BRD-K73789395	ZM-336372	13	7	5	0.2098384431362619	0.16834172170583378	2.727899760771405	0.7472646065350663	0.7168068161824195	9.714439884955862	-0.18714231023421657	0.46811178153786825	0.8048867209111468	0.5384615384615384	Preclinical	RAF inhibitor	BRAF|LCK|MAPK14|RAF1	not annotated		Broad Repurposing Hub	
BRD-K88544581	CI-976	13	9	4	0.15624702689820488	0.1426281128568751	2.0312113496766635	0.7381488955416615	0.8441731529707034	9.5959356420416	0.04167308142552009	0.46811178153786825	0.8048867209111468	0.6923076923076923	Phase 1	ACAT inhibitor	ACAT1|CES1	not annotated		Broad Repurposing Hub	
BRD-A73680854	PT-630	13	7	5	0.09993821769402346	0.028749004833486226	1.299196830022305	0.732992020368772	0.20885105999414127	9.528896264794035	-0.29259230998846203	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K01292756	pimozide	13	7	4	0.12711961854854306	0.07640076062227318	1.6525550411310597	0.7290953904216124	0.691673249026937	9.478240075480961	-0.29685874913747495	0.46811178153786825	0.8048867209111468	0.5384615384615384	Launched	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2	neurology/psychiatry	Tourette's disorder	Broad Repurposing Hub	
BRD-A58955223	sulforaphane	13	7	4	0.07920433818779479	0.18914530607763264	1.0296563964413323	0.7270197582926886	1.0590947235289974	9.451256857804951	-0.25027784819786364	0.46811178153786825	0.8048867209111468	0.5384615384615384	Phase 2	anticancer agent|aryl hydrocarbon receptor antagonist	NFE2L2	not annotated		Broad Repurposing Hub	
BRD-K77947974	fluspirilene	13	7	4	0.17682165007018813	0.1952333131051943	2.298681450912446	0.684122526929966	1.223295716100075	8.893592850089558	0.05581433612566729	0.46811178153786825	0.8048867209111468	0.5384615384615384	Launched	dopamine receptor antagonist	CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A	neurology/psychiatry	schizophrenia	Broad Repurposing Hub	
BRD-K09499853	KU-0060648	13	7	4	0.06856626284825382	0.10696067148907867	0.8913614170272997	0.6800810504478082	0.4203593884292182	8.841053655821506	-0.11718461490594426	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A34255068	rolipram	13	5	4	0.018961201887001684	-0.24427196733239642	0.24649562453102192	0.6783560017609692	-1.3464939234690232	8.8186280228926	-0.03830770231210268	0.46811178153786825	0.8048867209111468	0.38461538461538464	Phase 3	phosphodiesterase inhibitor	not annotated	not annotated		Broad Repurposing Hub	
BRD-K17561142	amiodarone	13	9	4	0.09733799902746124	0.15936580622906202	1.2653939873569962	0.6693711067442981	0.9625134978301657	8.701824387675876	-0.03615911534199348	0.46811178153786825	0.8048867209111468	0.6923076923076923	Launched	potassium channel blocker	ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2	cardiology	ventricular arrhythmias	Broad Repurposing Hub	
BRD-K03618428	PP-110	13	7	5	0.13728702587078942	0.11197378973131578	1.7847313363202624	0.6602989854117258	0.8134488415302312	8.583886810352436	-0.06361923968562712	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K85606544	neratinib	13	8	7	0.13356271554967927	0.28525106728074373	1.7363153021458306	0.6565529919672775	2.450337538472077	8.535188895574606	-0.1418951589327592	0.46811178153786825	0.8048867209111468	0.6153846153846154	Launched	EGFR inhibitor	EGFR|ERBB2|KDR	oncology	breast cancer	Broad Repurposing Hub	
BRD-A81936046	BRD-A81936046	13	7	5	0.042915466852776966	0.027740569941460992	0.5579010690861006	0.6417534884784892	0.23350444001372345	8.34279535022036	-0.09706922792471372	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K02526760	QS-11	13	7	4	0.10643961360166491	0.04975316499635533	1.383714976821644	0.6416420362250664	0.4332949515185992	8.341346470925863	-0.028963924600527855	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K10705233	GW-405833	13	7	4	0.16609202966405937	0.07070570246240973	2.1591963856327716	0.6244344551505948	0.22893675709322178	8.117647916957733	-0.38621279124457103	0.46811178153786825	0.8048867209111468	0.5384615384615384	Preclinical	cannabinoid receptor agonist	CNR2	not annotated		Broad Repurposing Hub	
BRD-A31107743	brefeldin-a	13	6	4	0.09857234145343953	-0.023114333823837208	1.2814404388947138	0.6226432051681017	-0.2013002419909956	8.094361667185321	-0.07275963517335746	0.46811178153786825	0.8048867209111468	0.46153846153846156	Preclinical	protein synthesis inhibitor	ARF1|CYTH2	not annotated		Broad Repurposing Hub	
BRD-K47335880	GMX-1778	13	7	5	0.036605446603660954	0.11221058077656	0.47587080584759245	0.6120988988342843	0.9445252524781177	7.957285684845695	0.15906922519207	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K84924563	BRD-K84924563	13	7	3	0.02973273455917695	0.06714816055632353	0.3865255492693004	0.6078750215539214	0.2174178543903512	7.902375280200977	-0.03377629186098394	0.46811178153786825	0.8048867209111468	0.5384615384615384	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K99818283	PIK-90	13	6	4	0.01638883378343474	-0.02184440581815772	0.21305483918465162	0.5933441801494517	-0.11112422868971128	7.713474341942872	0.1518625852007132	0.46811178153786825	0.8048867209111468	0.46153846153846156	Preclinical/tool	PI3K inhibitor	PIK3CA|PIK3CG|PIK3CD	inflammation/oncology tool		manual: chemical biology annotation	Relevant PI3K-family comparator with modest positive weighted match.
BRD-K01868942	RS-23597-190	13	7	6	0.10312517489358425	0.3486250948903301	1.3406272736165952	0.5847276232365682	1.940576592983691	7.6014591020753866	0.09381095549234977	0.46811178153786825	0.8048867209111468	0.5384615384615384	Preclinical	serotonin receptor antagonist	HTR4	not annotated		Broad Repurposing Hub	
BRD-K22828899	TUL-XXI039	13	9	3	0.06464621537835677	0.0974910718624156	0.840400799918638	0.5616688119403285	0.759781087484646	7.30169455522427	0.009055649145291415	0.46811178153786825	0.8048867209111468	0.6923076923076923	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K71799949	carbamazepine	13	8	5	0.1552664328715099	0.1930511362517251	2.018463627329629	0.5466953626595583	0.7586980938000827	7.107039714574259	-0.09495405523249738	0.46811178153786825	0.8048867209111468	0.6153846153846154	Launched	carboxamide antiepileptic	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures	Broad Repurposing Hub	
BRD-K68336408	tyrphostin-AG-1478	13	9	5	0.18767747867625742	0.08551753616097872	2.4398072227913463	0.5370059531025977	0.3682777523441626	6.98107739033377	-0.15736111540060777	0.46811178153786825	0.8048867209111468	0.6923076923076923	Preclinical	EGFR inhibitor	EGFR|MAPK14	not annotated		Broad Repurposing Hub	
