pert_id	pert_iname	gene_name	mean_z	median_z	n_signatures
BRD-K69181860	ARG-CSC-91	CASP2	-0.2169601172208786	-0.2169601172208786	1
BRD-K69181860	ARG-CSC-91	CASS4	-0.6466063261032104	-0.6466063261032104	1
BRD-K69181860	ARG-CSC-91	CTSH	0.2818259596824646	0.2818259596824646	1
BRD-K69181860	ARG-CSC-91	EPHA1	0.47375592589378357	0.47375592589378357	1
BRD-K69181860	ARG-CSC-91	GSTK1	0.2802600860595703	0.2802600860595703	1
BRD-K69181860	ARG-CSC-91	PICALM	-0.2532249391078949	-0.2532249391078949	1
BRD-K69181860	ARG-CSC-91	PLEKHA1	-0.32733508944511414	-0.32733508944511414	1
BRD-K69181860	ARG-CSC-91	PSMC3	0.3183826208114624	0.3183826208114624	1
BRD-K69181860	ARG-CSC-91	RABEP1	0.4292144477367401	0.4292144477367401	1
BRD-K69181860	ARG-CSC-91	RHOH	-0.5597016215324402	-0.5597016215324402	1
BRD-K69181860	ARG-CSC-91	USP6NL	-0.404653400182724	-0.404653400182724	1
BRD-K69181860	ARG-CSC-91	ZYX	0.28477317094802856	0.28477317094802856	1
BRD-K73395020	ARP-101	BIN1	1.3705999851226807	1.3705999851226807	1
BRD-K73395020	ARP-101	CASP2	1.6406999826431274	1.6406999826431274	1
BRD-K73395020	ARP-101	CASS4	-0.469249963760376	-0.469249963760376	1
BRD-K73395020	ARP-101	CTSH	-1.526249885559082	-1.526249885559082	1
BRD-K73395020	ARP-101	EPHA1	0.11835002899169922	0.11835002899169922	1
BRD-K73395020	ARP-101	GSTK1	0.2245500087738037	0.2245500087738037	1
BRD-K73395020	ARP-101	PICALM	-0.8058499693870544	-0.8058499693870544	1
BRD-K73395020	ARP-101	PLEKHA1	0.7069500088691711	0.7069500088691711	1
BRD-K73395020	ARP-101	PSMC3	-0.21594999730587006	-0.21594999730587006	1
BRD-K73395020	ARP-101	RABEP1	-1.0231499671936035	-1.0231499671936035	1
BRD-K73395020	ARP-101	RHOH	-1.6669999361038208	-1.6669999361038208	1
BRD-K73395020	ARP-101	USP6NL	0.39934998750686646	0.39934998750686646	1
