pert_id	pert_iname	n_genes	slope	slope_se	slope_z	p_protective	p_two_sided	sum_wx2	protective_slope	minus_log10_p_protective	clinical_phase	moa	target	disease_area	indication	annotation_source	biology_note
BRD-K64634304	tretinoin	13.0	0.14611467807771591	0.04938819069122878	2.958494247971419	0.9984542699439615	0.0030914601120769847	409.9715948315629	-0.14611467807771591	0.000671821394978472	Launched	retinoid receptor agonist|retinoid receptor ligand	ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARA|RARB|RARG|RARRES1|RORB|RORC|RXRB|RXRG	hematologic malignancy	acute promyelocytic leukemia (APL)	Broad Repurposing Hub	
BRD-K52836380	AZD-7545	13.0	0.15473234050031343	0.05098613851718227	3.0347922984630187	0.9987964930614841	0.002407013877031879	384.6765894876571	-0.15473234050031343	0.0005229911972613883	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K17349619	HLI-373	13.0	0.2572244186721639	0.0839230833305896	3.065002004977654	0.9989116573104063	0.0021766853791873202	141.98325789772358	-0.2572244186721639	0.0004729186199777185	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A58280226	Y-27632	13.0	0.17813464429825268	0.05599550906499556	3.181230910705478	0.9992667465525932	0.0014665068948135852	318.9287021147254	-0.17813464429825268	0.0003185647346688234	Preclinical	rho associated kinase inhibitor	PKIA|PKN2|PRKACA|PRKCE|ROCK1|ROCK2	not annotated		Broad Repurposing Hub	
BRD-K81651477	parthenolide	13.0	0.10311042032571101	0.032022073889703476	3.2199794641928423	0.9993590011000543	0.001281997799891441	975.2166094641683	-0.10311042032571101	0.00027847154466729865	Phase 1	NFkB pathway inhibitor	not annotated	not annotated		Broad Repurposing Hub	
BRD-K89732114	trifluoperazine	13.0	0.2200383335816711	0.06792185910593371	3.239580548560815	0.9994014717465328	0.0011970565069342586	216.76086271050704	-0.2200383335816711	0.0002600153387718447	Launched	dopamine receptor antagonist	ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1	neurology/psychiatry	schizophrenia	Broad Repurposing Hub	
BRD-K44241590	ASN-05257430	13.0	0.23031814364698902	0.07058545899711208	3.262968703744099	0.9994487415281366	0.001102516943726897	200.71023235177907	-0.23031814364698902	0.00023947452467905483	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K78930611	MW-STK33-2B	13.0	0.4952469988720403	0.15070846190398907	3.286126025143461	0.9994921222325847	0.0010157555348306287	44.02757087778631	-0.4952469988720403	0.00022062454176320664	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K95606637	BRD-K95606637	13.0	0.23247220876804503	0.07030613300257875	3.3065708330099484	0.9995277726564575	0.0009444546870849365	202.30824245614195	-0.23247220876804503	0.00020513416829896026	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K08845546	tacrolimus	13.0	0.2087418545181934	0.06214200999263855	3.35911011798494	0.9996090304895031	0.000781939020993761	258.9580446185811	-0.2087418545181934	0.00016982910216540635	Launched	calcineurin inhibitor	FKBP1A	transplant	organ rejection	Broad Repurposing Hub	
BRD-K56700933	phenethyl-isothiocyanate	13.0	0.17840473127624784	0.05273217935870068	3.383223175031007	0.9996417980504231	0.0007164038991537428	359.6239102161742	-0.17840473127624784	0.00015559299862992636	Phase 2	anticancer agent	CYP2E1	not annotated		Broad Repurposing Hub	
BRD-M86331534	pyrvinium-pamoate	13.0	0.2077834098132716	0.061127368469849445	3.3991878763071406	0.9996620686371828	0.0006758627256344655	267.62618317802	-0.2077834098132716	0.0001467865294166603	Launched	androgen receptor antagonist	AR	infectious disease	pinworm	Broad Repurposing Hub	
BRD-K50128260	sildenafil	13.0	0.1473344512973377	0.04323489044091733	3.4077674256785198	0.9996725165323291	0.0006549669353417836	534.9722739815797	-0.1473344512973377	0.0001422475560569522	Launched	phosphodiesterase inhibitor	PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	urology	erectile dysfunction	Broad Repurposing Hub	
BRD-K51556300	BRD-K51556300	13.0	0.3157547317085948	0.09238377707540119	3.417859084186222	0.9996844211213954	0.0006311577572090386	117.16787987166897	-0.3157547317085948	0.00013707579583393834	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K61314889	endo-IWR-1	13.0	0.2304588847311613	0.06649598523137708	3.465756375054294	0.9997356289230327	0.0005287421539346104	226.15653928574193	-0.2304588847311613	0.00011483007944650472	Preclinical	PARP inhibitor	TNKS|TNKS2	not annotated		Broad Repurposing Hub	
BRD-K34581968	BMS-536924	13.0	0.28470593632762925	0.08107962232791842	3.5114363899743464	0.9997771539447261	0.0004456921105478711	152.11658460874568	-0.28470593632762925	9.67915973327879e-05	Preclinical	IGF-1 inhibitor	AKT1|CCNE1|CDK2|CYP3A4|ERBB2|IGF1R|KDR|LCK|MAPK1|MET|PDGFRA|PDGFRB	not annotated		Broad Repurposing Hub	
BRD-K92980438	BRD-K92980438	13.0	0.173930040681868	0.04730167357557885	3.6770377776160856	0.9998820209464963	0.0002359581070073947	446.9376967046843	-0.173930040681868	5.124067463943203e-05	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K09778810	FGIN-1-27	13.0	0.33088504516418843	0.08967954062461521	3.6896380474251362	0.9998877133297848	0.00022457334043036748	124.34068342291597	-0.33088504516418843	4.876821932748972e-05	Preclinical	inositol monophosphatase inhibitor	TSPO	not annotated		Broad Repurposing Hub	
BRD-U88459701	atorvastatin	13.0	0.13730396223437089	0.03701001729752543	3.7099134845189963	0.9998963349572478	0.00020733008550424532	730.0648241603759	-0.13730396223437089	4.502348975484768e-05	Launched	HMGCR inhibitor	AHR|DPP4|HMGCR	neurology/psychiatry|cardiology	stroke|heart attack	Broad Repurposing Hub	
BRD-K00088062	cyanoquinoline-11	13.0	0.13123996955239428	0.03449922704111274	3.8041423187828403	0.9999288518216609	0.00014229635667808654	840.197278485024	-0.13123996955239428	3.090036051534955e-05	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K86191271	cytosporone-b	13.0	0.09344579151050562	0.023804869426893596	3.925490614325112	0.9999567234274657	8.655314506861569e-05	1764.6898700819406	-0.09344579151050562	1.8795183345838334e-05	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K88510285	bortezomib	13.0	0.19371479713025305	0.047590288432828684	4.070469070673354	0.9999765407148371	4.691857032570238e-05	441.5331605963588	-0.19371479713025305	1.0188357601901307e-05	Launched	NFkB pathway inhibitor|proteasome inhibitor	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA	hematologic malignancy	multiple myeloma|mantle cell lymphoma (MCL)	Broad Repurposing Hub	
BRD-K37865504	LY-2183240	13.0	0.19119133558338774	0.045615298368791836	4.191386276543424	0.9999861372423463	2.7725515307366368e-05	480.59468125931716	-0.19119133558338774	6.020560883845663e-06	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K05649647	BRD-K05649647	13.0	0.24571294356694878	0.057753805540480645	4.254489228328414	0.9999895236627316	2.0952674536728955e-05	299.8049420112225	-0.24571294356694878	4.549839299073859e-06	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K32330832	VER-155008	13.0	0.30230915336263425	0.07022281122532015	4.304999302756923	0.999991650686924	1.6698626152112654e-05	202.7886186341232	-0.30230915336263425	3.6260757342435285e-06	Preclinical	HSP inhibitor	HSPA1A	not annotated		Broad Repurposing Hub	
BRD-K36324071	NF-449	13.0	0.04515456863285839	0.010466983368750252	4.314000227388324	0.9999919836609666	1.603267806672003e-05	9127.606979820364	-0.04515456863285839	3.4814657615759687e-06	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K12184916	NVP-BEZ235	13.0	0.22494227854013393	0.05092149629044893	4.417432615434066	0.9999950059902993	9.988019401340008e-06	385.65386377878525	-0.22494227854013393	2.1688762712692414e-06	Phase 3	mTOR inhibitor|PI3K inhibitor	ATR|MTOR|PIK3CA|PIK3CD|PIK3CG	not annotated		Broad Repurposing Hub	
BRD-K83289131	CAY-10618	13.0	0.16629589259471433	0.03739686241523319	4.446787293229594	0.9999956417965477	8.716406904765093e-06	715.0388961636985	-0.16629589259471433	1.8927478348595794e-06	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A14395271	mesoridazine	13.0	0.05663489140587449	0.012682877876346301	4.46546059640763	0.9999960051661615	7.98966767697374e-06	6216.7639665434435	-0.05663489140587449	1.7349377575796227e-06	Launched	dopamine receptor antagonist	DRD2|HTR2A	neurology/psychiatry	schizophrenia	Broad Repurposing Hub	
BRD-A47829399	artesunate	13.0	0.11017820627676242	0.024658186633869796	4.468220145816591	0.9999960563443787	7.887311242529138e-06	1644.666056352416	-0.11017820627676242	1.712711252025033e-06	Launched	DNA synthesis inhibitor	not annotated	infectious disease	malaria	Broad Repurposing Hub	
BRD-A36275421	BRD-A36275421	13.0	0.20077338843380163	0.044550478611750384	4.506649416350979	0.9999967070342879	6.5859314242499615e-06	503.8430262711481	-0.20077338843380163	1.4301191925337771e-06	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A04352665	maraviroc	13.0	0.27875681351776593	0.061076261322492595	4.5640778836459	0.9999974915273555	5.016945288960349e-06	268.0742568823335	-0.27875681351776593	1.0894171938950052e-06	Launched	CC chemokine receptor antagonist	CCR5	infectious disease	human immunodeficiency virus (HIV-1)	Broad Repurposing Hub	
BRD-K69840642	ISOX	13.0	0.11205707509463955	0.02437745152245148	4.5967510176950075	0.999997854350471	4.291299057995009e-06	1682.7647154778729	-0.11205707509463955	9.318447502714725e-07	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K04010869	prostaglandin-a1	13.0	0.06757603554061575	0.014372122085290633	4.701882932777023	0.999998711133576	2.577732848154269e-06	4841.2577430034635	-0.06757603554061575	5.597479365876297e-07	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K48188942	BG-STK33-59	13.0	0.505201437122412	0.10475372534341303	4.822753896973262	0.99999929205187	1.4158962599247454e-06	91.12993209371601	-0.505201437122412	3.07458075168237e-07	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K19922318	BRD-K19922318	13.0	0.2326729063821252	0.04764711288075976	4.883252988788753	0.9999994782507636	1.0434984728222395e-06	440.48063441578364	-0.2326729063821252	2.265928734053721e-07	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K62810658	PD-98059	13.0	0.20152895472562765	0.04126531207378965	4.883737565470446	0.9999994795320052	1.040935989649856e-06	587.2590689969519	-0.20152895472562765	2.2603643697709046e-07	Preclinical	MEK inhibitor	AKT1|CHEK1|GSK3B|LCK|MAP2K1|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|RAF1|ROCK1|RPS6KB1|SGK1	not annotated		Broad Repurposing Hub	
BRD-K69328504	L-690488	13.0	0.15171028967585232	0.030916624538547984	4.907078050732684	0.9999995377837388	9.244325222778206e-07	1046.2027480151792	-0.15171028967585232	2.0073801805754434e-07	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K20755323	SKI-II	13.0	0.26191071964068957	0.05326887680293989	4.91676820237056	0.9999995600768604	8.798462791778033e-07	352.413811692011	-0.26191071964068957	1.9105623400770905e-07	Preclinical	sphingosine kinase inhibitor	SPHK1	not annotated		Broad Repurposing Hub	
BRD-K01877528	TL-HRAS-61	13.0	0.11050112436143783	0.02240874032617986	4.93116180351917	0.9999995912900499	8.17419900251642e-07	1991.430305820455	-0.11050112436143783	1.7750051230310484e-07	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K98530306	clonidine	13.0	0.284229531857008	0.05744939501867719	4.9474765010946244	0.9999996240911166	7.518177667780104e-07	302.99054809846075	-0.284229531857008	1.63255184423755e-07	Launched	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	cardiology|neurology/psychiatry	hypertension|attention-deficit/hyperactivity disorder (ADHD)	Broad Repurposing Hub	
BRD-K61033289	15-delta-prostaglandin-j2	13.0	0.27331946032039844	0.05437172615362183	5.026867448500013	0.9999997507216482	4.985567037247989e-07	338.26242518539846	-0.27331946032039844	1.0826022615955044e-07	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K81418486	vorinostat	13.0	0.15132963600481644	0.029864780945772888	5.067160421487568	0.9999997981030162	4.0379396757856324e-07	1121.1954658622083	-0.15132963600481644	8.768275482783346e-08	Launched	HDAC inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC5|HDAC6|HDAC8|HDAC9	hematologic malignancy	cutaneous T-cell lymphoma (CTCL)	Broad Repurposing Hub	
BRD-K18190982	COT-10b	13.0	0.11498341596647582	0.022138105363289234	5.193914026497876	0.999999897040869	2.0591826205935433e-07	2040.4177826513746	-0.11498341596647582	4.471458475616382e-08	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K30707190	PNU-74654	13.0	0.3020977285060606	0.05684436666638658	5.314470830135893	0.9999999465161427	1.0696771477685063e-07	309.4746893906487	-0.3020977285060606	2.3227744736094126e-08	Preclinical	beta-catenin inhibitor	CTNNB1|TCF4	not annotated		Broad Repurposing Hub	
BRD-K60623809	SU-11652	13.0	0.05174274452871034	0.009636278071080692	5.369577771317623	0.9999999605394012	7.892119762512679e-08	10769.1481708197	-0.05174274452871034	1.7137520644600533e-08	Preclinical/tool	multi-kinase inhibitor	VEGFR/PDGFR/KIT-family kinases	oncology/angiogenesis		manual: chemical biology annotation	Strong pushes are offset by weighted opposing genes.
BRD-K08417745	SID-26681509	13.0	0.23755142035731205	0.04419641143700579	5.374902908031341	0.99999996168802	7.662395998376127e-08	511.94815738479497	-0.23755142035731205	1.6638681837807007e-08	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K78599730	manumycin-a	13.0	0.09975817700046306	0.018538734920867064	5.381067123850829	0.9999999629772122	7.404557577549458e-08	2909.643699357998	-0.09975817700046306	1.6078792759256502e-08	Preclinical/tool	farnesyltransferase/Ras pathway inhibitor	FNTA|FNTB; Ras pathway	oncology/tool compound		manual: chemical biology annotation	Several strong pushes but overall weighted opposition; useful as a Ras/isoprenylation comparator.
BRD-K58466974	TUL_XXI035	13.0	0.6428776978048308	0.11911774067431163	5.396993715340597	0.9999999661166196	6.776676084178571e-08	70.47695064674929	-0.6428776978048308	1.4715365400344382e-08	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K59962020	CHEMBL-374350	13.0	0.6811825641882364	0.1256529547952574	5.421142425963442	0.9999999703903233	5.921935347064261e-08	63.33657702601868	-0.6811825641882364	1.2859319396692549e-08	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A93255169	thalidomide	13.0	0.3402924859072899	0.0625156260142282	5.44331885647024	0.9999999738515438	5.229691227523074e-08	255.87203968167597	-0.3402924859072899	1.1356130376909989e-08	Launched	tumor necrosis factor production inhibitor	TNF	oncology	myeloma	Broad Repurposing Hub	
BRD-K04887706	AKT-inhibitor-1-2	13.0	0.12885338713293337	0.023506540137915023	5.48159730768283	0.9999999789248609	4.215027805160909e-08	1809.7666361079143	-0.12885338713293337	9.152816703515725e-09	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A41451487	PK-11195	13.0	0.11733055626514002	0.021100448573063698	5.5605716560415335	0.999999986555379	2.6889242017097788e-08	2246.035539592632	-0.11733055626514002	5.838924738706427e-09	Phase 1	benzodiazepine receptor antagonist	TSPO	not annotated		Broad Repurposing Hub	
BRD-K03073752	TUL_XIX003	13.0	0.5665919712236571	0.10052262327867528	5.636462248432519	0.9999999913210467	1.7357906578063665e-08	98.96289076737774	-0.5665919712236571	3.769221557915101e-09	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K43620258	CHEMBL-399379	13.0	0.10195688918921121	0.01797486184954614	5.6721932019625285	0.9999999929509575	1.4098085027578561e-08	3095.058610848576	-0.10195688918921121	3.0613602542384267e-09	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K28296557	AKT-inhibitor-IV	13.0	0.11558717595027007	0.02021272910524951	5.718533867861049	0.9999999946276449	1.0744710283604336e-08	2447.654354549979	-0.11558717595027007	2.3331841881136124e-09	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K05922103	BG-STK33-03	13.0	0.4741898012127991	0.0822207537954119	5.767276257193107	0.9999999959718533	8.056293435476913e-09	147.92347201460154	-0.4741898012127991	1.7494018898372068e-09	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K06792661	narciclasine	13.0	0.04480391737149031	0.00764195088534084	5.862889992846637	0.999999997725602	4.548796027527514e-09	17123.45968753866	-0.04480391737149031	9.877585035933835e-10	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K99696746	fatostatin	13.0	0.3596538151784145	0.06095304597911315	5.900506027240336	0.9999999981880581	3.6238837995301727e-09	269.1591656572591	-0.3596538151784145	7.869163823672827e-10	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K22134346	simvastatin	13.0	0.0800807195849206	0.013524912355835021	5.920978818792239	0.9999999983998445	3.200310812577728e-09	5466.773506697726	-0.0800807195849206	6.949386838013917e-10	Launched	HMGCR inhibitor	HMGCR|ITGB2	endocrinology|cardiology|neurology/psychiatry	hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia	Broad Repurposing Hub	
BRD-K69690935	curcumin	13.0	0.5711956761163669	0.09408237853173095	6.071229118890963	0.9999999993653254	1.269349316760609e-09	112.97527915937525	-0.5711956761163669	2.7563569672370196e-10	Launched	cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor	APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CHRM3|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH	not annotated		Broad Repurposing Hub	
BRD-K32107296	temozolomide	13.0	0.5424336438666375	0.08905381953925742	6.091076684560593	0.999999999439231	1.1215380808842722e-09	126.09413815231065	-0.5424336438666375	2.435388766586374e-10	Launched	DNA alkylating agent	MGMT	oncology	glioblastoma|astrocytoma	Broad Repurposing Hub	
BRD-K33272502	DG-041	13.0	0.14131439387985406	0.02313339705363313	6.108674551870904	0.9999999994976903	1.0046194662682813e-09	1868.6207882234976	-0.14131439387985406	2.1815035240396744e-10	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K15318909	PRIMA1	13.0	0.07536239662192026	0.012259268448265874	6.147381219356576	0.9999999996061367	7.877264819088531e-10	6653.817573296635	-0.07536239662192026	1.7105264713277438e-10	Preclinical	TP53 inhibitor	ACHE	not annotated		Broad Repurposing Hub	
BRD-K35960502	niclosamide	13.0	0.3335177374833252	0.054222957091521695	6.150858517737943	0.9999999996146768	7.70646431891431e-10	340.1211219766766	-0.3335177374833252	1.6734374726221882e-10	Launched	DNA replication inhibitor|STAT inhibitor	STAT3	infectious disease	tapeworm	Broad Repurposing Hub	
BRD-A77216878	manumycin-a	13.0	0.07834336129723962	0.012689370109200439	6.173936186197036	0.9999999996669479	6.661043498107999e-10	6210.404256943575	-0.07834336129723962	1.4464270722942725e-10	Preclinical/tool	farnesyltransferase/Ras pathway inhibitor	FNTA|FNTB; Ras pathway	oncology/tool compound		manual: chemical biology annotation	Several strong pushes but overall weighted opposition; useful as a Ras/isoprenylation comparator.
BRD-K94325918	kinetin-riboside	13.0	0.3200045807590668	0.05165468680156391	6.195073488459875	0.9999999997087108	5.825784214112328e-10	374.7835622256417	-0.3200045807590668	1.265052987182178e-10	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K17140735	SCH-79797	13.0	0.0924397343304893	0.014831948075808812	6.232474241280568	0.9999999997704375	4.591250532175657e-10	4545.729691788733	-0.0924397343304893	9.969771838665493e-11	Preclinical/tool	PAR1 antagonist; reported antibacterial/cytotoxic activity	F2R/PAR1; additional off-target biology reported	thrombosis/infectious disease tool		manual: chemical biology annotation	Mixed/negative weighted match; not prioritized except as a comparator.
BRD-K73395020	ARP-101	13.0	0.2773091886790839	0.04415258681160967	6.280700831013757	0.9999999998314749	3.370501754234608e-10	512.9649526614776	-0.2773091886790839	7.318951351878865e-11	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A94451536	2-fluoropalmitic-acid	13.0	0.2874222232455694	0.04540252805352629	6.330533465156817	0.9999999998778425	2.4431502062275325e-10	485.10966703442693	-0.2874222232455694	5.305233092654947e-11	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K56477805	BRD-K56477805	13.0	0.5316832200074796	0.08342192572102287	6.373422998954961	0.9999999999075725	1.8485510865961788e-10	143.69431226338764	-0.5316832200074796	4.0140757609988885e-11	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K51781482	IKK3-inhibitor-IX	13.0	0.4046140428963418	0.06306681875428627	6.415640599738395	0.9999999999298841	1.40231922681621e-10	251.419032414368	-0.4046140428963418	3.045095414340732e-11	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A75517195	thiazolopyrimidine	13.0	0.5243679423873665	0.08130445898032636	6.4494364634324715	0.9999999999438666	1.1226681321495404e-10	151.27643157404432	-0.5243679423873665	2.437843943701796e-11	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K27316855	calcitriol	13.0	0.11017005136592985	0.016947855783876576	6.5005303780517565	0.9999999999599813	8.003732439931143e-11	3481.5327150616918	-0.11017005136592985	1.7379881064544342e-11	Launched	vitamin D receptor agonist	VDR	endocrinology|orthopedics	hypocalcemia|hypoparathyroidism|osteoporosis	Broad Repurposing Hub	
BRD-K79983625	DC-45-A2	13.0	0.06030055314900168	0.009094651586064399	6.630331308282258	0.9999999999832533	3.3493425000324156e-11	12090.04362649546	-0.06030055314900168	7.273005969179118e-12	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A43331270	niguldipine	13.0	0.2865127739406029	0.042624860106673906	6.721729366936802	0.999999999991021	1.7958026957745136e-11	550.3944762453946	-0.2865127739406029	3.89954740926569e-12	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K95985487	BRD-K95985487	13.0	0.8428440625548667	0.12512706982317448	6.735905058321485	0.9999999999918544	1.6291264221565428e-11	63.87007864362258	-0.8428440625548667	3.537587094691814e-12	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K25737009	CD-1530	13.0	0.09632852412736764	0.014290927772147221	6.740536770125613	0.9999999999921099	1.5780256127774e-11	4896.425505161937	-0.09632852412736764	3.426641219663969e-12	Preclinical	retinoid receptor agonist	RARG	not annotated		Broad Repurposing Hub	
BRD-K78126613	menadione	13.0	0.20761085153304537	0.030672637325334623	6.768601256259285	0.9999999999934983	1.3003336946788277e-11	1062.9131032797873	-0.20761085153304537	2.8236472548238593e-12	Launched	mitochondrial DNA polymerase inhibitor|phosphatase inhibitor	AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1	gastroenterology|neurology/psychiatry|dermatology|rheumatology	ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis	Broad Repurposing Hub	
BRD-K91623615	ABT-751	13.0	0.24470141183847266	0.036117734518944636	6.775104117068051	0.9999999999937842	1.2431669977837966e-11	766.5826702624428	-0.24470141183847266	2.699490093504334e-12	Phase 2	tubulin polymerization inhibitor	TUBB	not annotated		Broad Repurposing Hub	
BRD-K39503511	quiflapon	13.0	0.39564804386284413	0.05799821823366527	6.821727561851009	0.9999999999955024	8.995213648496914e-12	297.28342540122776	-0.39564804386284413	1.9532934998814034e-12	Phase 2	leukotriene synthesis inhibitor	ALOX5|ALOX5AP	not annotated		Broad Repurposing Hub	
BRD-A19037878	trichostatin-a	13.0	0.09401111637102408	0.013661279624644656	6.881574709987638	0.9999999999970403	5.919451556396568e-12	5358.1792538925565	-0.09401111637102408	1.2854002965441062e-12	Phase 1	HDAC inhibitor	HDAC1|HDAC10|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9	not annotated		Broad Repurposing Hub	
BRD-K92241597	tosedostat	13.0	0.2508163338378127	0.036331157174316654	6.903615335850647	0.9999999999974652	5.069545990498365e-12	757.602743371185	-0.2508163338378127	1.1008280194453002e-12	Phase 2	peptidase inhibitor	ANPEP|LAP3|NPEPPS	not annotated		Broad Repurposing Hub	
BRD-K28100108	BRD-K28100108	13.0	0.6349768139212096	0.09165592097363615	6.927831908468346	0.9999999999978633	4.27339066096496e-12	119.03617103401437	-0.6349768139212096	9.279723210652196e-13	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K68143200	NSC-95397	13.0	0.3518208420225758	0.05054702513387831	6.960268009655304	0.9999999999983019	3.396260044034755e-12	391.3891644281805	-0.3518208420225758	7.374694300472524e-13	Preclinical	CDC inhibitor	CDC25A|CDC25B	not annotated		Broad Repurposing Hub	
BRD-K50776152	BRD-K50776152	13.0	0.07735998222341021	0.010951785377659132	7.063686837875687	0.9999999999991893	1.621419362489536e-12	8337.390657915414	-0.07735998222341021	3.520759580387478e-13	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A69951442	dexamethasone	13.0	0.5174614285216875	0.07321968051514986	7.067245102423245	0.9999999999992099	1.5803967342354652e-12	186.52813195851786	-0.5174614285216875	3.431559289731228e-13	Launched	glucocorticoid receptor agonist	ANXA1|NOS2|NR0B1|NR3C1|NR3C2	endocrinology|rheumatology|allergy|gastroenterology|hematology|neurology/psychiatry|dermatology	hypercalcemia|rheumatoid arthritis|psoriatic arthritis|osteoarthritis|allergic rhinitis|ulcerative colitis|anemia|multiple sclerosis|enteritis|lupus|dermatitis herpetiformis (DH)|nephrotic syndrome|psoriasis	Broad Repurposing Hub	
BRD-A85860691	chaetocin	13.0	0.4008516762747515	0.055670560607307996	7.20042463919666	0.9999999999996999	6.002532618096399e-13	322.66273489805684	-0.4008516762747515	1.3032885710469632e-13	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K53855319	SRT-1720	13.0	0.6516798650601969	0.08927101517768833	7.300016290428301	0.9999999999998561	2.877328882632905e-13	125.48131257853673	-0.6516798650601969	6.24884198326575e-14	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K68997413	PF-3845	13.0	0.5288783860469933	0.07205085122796753	7.340348892945513	0.9999999999998935	2.130377731065021e-13	192.62904338759876	-0.5288783860469933	4.623950202123258e-14	Preclinical	FAAH inhibitor	FAAH	not annotated		Broad Repurposing Hub	
BRD-K74402642	NSC-632839	13.0	0.2009051300146529	0.027324571491565555	7.352544579762854	0.9999999999999027	1.9446864289920158e-13	1339.3475266132496	-0.2009051300146529	4.223754303503603e-14	Preclinical	ubiquitin specific protease inhibitor	SENP2|USP1|USP2|USP7	not annotated		Broad Repurposing Hub	
BRD-K16554956	PTB1	13.0	0.07814016051057716	0.01035335912939191	7.547324451321976	0.9999999999999778	4.442907974397378e-14	9329.05046782408	-0.07814016051057716	9.643274665532978e-15	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A36318220	necrostatin-1	13.0	0.13041568448203084	0.017270046179019744	7.551553894538184	0.9999999999999785	4.3009549586711995e-14	3352.841337444347	-0.13041568448203084	9.353976425566986e-15	Preclinical	RIPK inhibitor	RIPK1	not annotated		Broad Repurposing Hub	
BRD-K78659596	ixazomib	13.0	0.2831532638749103	0.037188702820151597	7.613959143567569	0.9999999999999867	2.6582485768297418e-14	723.0659989964677	-0.2831532638749103	5.785964799319761e-15	Launched	proteasome inhibitor	not annotated	hematologic malignancy	multiple myeloma	Broad Repurposing Hub	
